Kingdom	Phylum	Class	Order	Family	Genus	Species
ASVF_7377	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	NA
ASVF_7378	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	NA
ASVF_7382	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
ASVF_7383	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__walkeri
ASVF_7384	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	NA	NA	NA
ASVF_7385	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae
ASVF_7388	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASVF_7389	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_7390	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7391	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7392	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7393	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Hypholoma	s__capnoides
ASVF_7394	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	NA
ASVF_7395	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7396	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__slooffiae
ASVF_7397	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	s__marchalianum
ASVF_7398	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7399	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_7400	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__walkeri
ASVF_7403	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__elongata
ASVF_7405	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	g__Diversispora	NA
ASVF_7406	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Ramicandelaber	s__taiwanensis
ASVF_7407	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7408	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormia	NA
ASVF_7409	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7411	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Melanoleuca	s__pseudoluscina
ASVF_7412	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Microscypha	NA
ASVF_7413	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
ASVF_7414	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7415	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7416	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__griseum
ASVF_7417	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_7420	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
ASVF_7421	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__flocculosa
ASVF_7422	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__undatum
ASVF_7424	k__Fungi	p__Glomeromycota	c__Paraglomeromycetes	o__Paraglomerales	f__Paraglomeraceae	g__Paraglomus	NA
ASVF_7425	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASVF_7427	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
ASVF_7431	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7433	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7435	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASVF_7437	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASVF_7438	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASVF_7439	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaetopsis	s__leptospora
ASVF_7443	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Teichospora	s__rubriostiolata
ASVF_7444	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7446	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	NA
ASVF_7447	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	s__cucumerina
ASVF_7449	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7450	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA
ASVF_7451	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Didymella	s__viburnicola
ASVF_7452	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7453	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lindgomycetaceae	g__Clohesyomyces	s__aquaticus
ASVF_7454	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASVF_7455	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASVF_7456	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae
ASVF_7458	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	g__Helicoma	s__fumosum
ASVF_7460	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__intraradices
ASVF_7461	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__isabellina
ASVF_7464	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__lamellibrachiae
ASVF_7465	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7466	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	g__Auxarthron	s__concentricum
ASVF_7467	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	g__Lanzia	NA
ASVF_7468	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_7469	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__lactosolyticus
ASVF_7470	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae
ASVF_7475	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7477	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	g__Endocarpon	s__pusillum
ASVF_7478	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7479	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	s__marchalianum
ASVF_7481	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASVF_7482	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASVF_7483	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__aeria
ASVF_7484	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__dakotense
ASVF_7485	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7486	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7488	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_7489	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASVF_7490	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pleuroascus	s__nicholsonii
ASVF_7491	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleomassariaceae	NA	NA
ASVF_7492	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	NA	NA	NA
ASVF_7495	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7496	k__Fungi	p__Ascomycota	c__GS37	o__GS37	NA	NA	NA
ASVF_7498	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Rhizopogonaceae	g__Rhizopogon	s__granuloflavus
ASVF_7499	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASVF_7500	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7502	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__anisopliae
ASVF_7503	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Volutella	NA
ASVF_7504	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7506	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7507	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Phialophora	s__livistonae
ASVF_7509	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASVF_7510	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASVF_7512	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cadophora	s__luteo-olivacea
ASVF_7513	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Anthracobia	s__melaloma
ASVF_7514	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7515	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7516	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7517	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__albida
ASVF_7519	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	NA
ASVF_7520	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASVF_7521	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	NA
ASVF_7524	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7525	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Septoglomus	s__viscosum
ASVF_7528	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7529	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea	s__lozoyensis
ASVF_7530	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7532	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiaceae	g__Rhizophydium	NA
ASVF_7533	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leptodontidium	NA
ASVF_7535	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASVF_7536	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__pilosella
ASVF_7537	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7539	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7540	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyphodiscus	NA
ASVF_7542	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7543	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__lamellibrachiae
ASVF_7544	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASVF_7545	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7546	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryales	f__Ustilentylomataceae	g__Ustilentyloma	s__fluitans
ASVF_7548	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__nematophilum
ASVF_7549	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA
ASVF_7550	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASVF_7551	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7553	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASVF_7554	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7555	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	NA
ASVF_7556	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__changbaiensis
ASVF_7559	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASVF_7562	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__aerugineum
ASVF_7565	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	NA	NA
ASVF_7566	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASVF_7573	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7577	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASVF_7579	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASVF_7580	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	NA	NA
ASVF_7582	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__caledonium
ASVF_7583	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	NA	NA	NA
ASVF_7585	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7586	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Cephalotrichum	s__asperulum
ASVF_7588	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7589	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7590	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	NA
ASVF_7591	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae	NA	NA
ASVF_7592	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASVF_7593	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Teichospora	s__mariae
ASVF_7594	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7595	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7597	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7598	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	NA
ASVF_7606	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lyophyllaceae	g__Tephrocybe	s__anthracophila
ASVF_7607	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASVF_7609	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7610	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__disseminatus
ASVF_7611	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7612	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7615	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	s__sublilacina
ASVF_7616	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Leptospora	NA
ASVF_7618	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	NA
ASVF_7619	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	NA
ASVF_7620	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	NA
ASVF_7622	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASVF_7624	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	NA
ASVF_7625	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lycoperdaceae	g__Lycoperdon	NA
ASVF_7627	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Cephalotrichum	s__asperulum
ASVF_7628	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7629	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7630	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7631	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Paraconiothyrium	NA
ASVF_7632	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASVF_7633	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7636	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__humicola
ASVF_7637	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7638	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7641	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	s__albidolutea
ASVF_7642	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Flagelloscypha	s__minutissima
ASVF_7643	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	NA
ASVF_7644	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7645	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	NA
ASVF_7646	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASVF_7647	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7649	k__Fungi	p__Ascomycota	c__Orbiliomycetes	NA	NA	NA	NA
ASVF_7650	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Thanatephorus	s__cucumeris
ASVF_7651	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7653	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae
ASVF_7654	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Mycosymbioces	NA
ASVF_7657	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Heteroconium	NA
ASVF_7658	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASVF_7659	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_7660	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASVF_7662	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Arachnopeziza	NA
ASVF_7664	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASVF_7669	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Archaeosporaceae	NA	NA
ASVF_7670	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Spizellomyces	s__dolichospermus
ASVF_7671	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__supernula
ASVF_7672	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriaceae	NA	NA
ASVF_7675	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Amniculicolaceae	g__Murispora	s__cicognanii
ASVF_7676	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7678	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7679	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7683	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_7684	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7686	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	NA
ASVF_7689	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7691	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA
ASVF_7692	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	NA	NA	NA
ASVF_7694	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	NA	NA
ASVF_7696	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASVF_7697	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASVF_7698	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7702	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA
ASVF_7704	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASVF_7705	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7706	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7707	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__alpina
ASVF_7708	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7709	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	NA	NA
ASVF_7710	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASVF_7714	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	NA	NA
ASVF_7715	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASVF_7716	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7717	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Coleophoma	NA
ASVF_7718	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Cryptocoryneum	NA
ASVF_7719	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Venturia	NA
ASVF_7720	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	NA
ASVF_7724	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7725	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__elongata
ASVF_7726	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7727	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Xylaria	NA
ASVF_7728	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7730	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7731	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	NA
ASVF_7732	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA
ASVF_7734	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_7736	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7737	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Hypogymnia	s__physodes
ASVF_7738	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7739	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASVF_7744	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__Peziza	NA
ASVF_7746	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASVF_7748	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASVF_7749	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiales_fam_Incertae_sedis	g__Mrakiella	s__aquatica
ASVF_7751	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	s__strictum
ASVF_7752	k__Fungi	NA	NA	NA	NA	NA	NA
ASVF_7753	k__Fungi	NA	NA	NA	NA	NA	NA
