Family	Decrease	P_value	Comparison
Sutterellaceae	-0.787607845374744	0.965067586630551	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root
Thermoanaerobaculaceae	-0.592223761249976	0.907616959845115	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root
Thermomonosporaceae	7.81104048788513	2.65155483716145e-65	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root
TRA3-20	0.78464767863435	0.0354357625341266	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root
Unknown_Family	3.905260945467	2.74460871008165e-22	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root
Xanthobacteraceae	-2.43401193789461	0.999999986894454	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root
Xanthomonadaceae	3.23697073977445	4.9379105192593e-14	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_root
67-14	-3.03259589432245	0.999999997160063	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
A21b	-2.9556219068604	0.999999998841676	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
A4b	-0.228295283217918	0.644299334156163	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Acidobacteriaceae_(Subgroup_1)	-3.2249189465994	0.999999999504974	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Acidobacteriae_fa	-5.78391991762011	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Acidothermaceae	-1.03573036488773	0.977610707092234	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
AKYH767	0.933031135035293	0.049200261766314	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Alcaligenaceae	1.57665243319121	0.00171354816133443	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Alicyclobacillaceae	-3.52992550834887	0.999999999475324	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
B1-7BS	-0.486458940448415	0.798940358909932	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Bacillaceae	-5.49620465945557	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Bacteriovoracaceae	-1.8779783421832	0.999482953366344	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Bdellovibrionaceae	-3.83350737503253	0.999999999999939	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Beijerinckiaceae	-5.37615810558937	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
BIrii41	-2.17833756684971	0.999848371252635	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Bryobacteraceae	-7.10241165047975	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Burkholderiaceae	-0.845288723531553	0.916747388784607	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Catenulisporaceae	-2.27262936364259	0.999937843733069	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Caulobacteraceae	2.05001320439708	1.24911054965376e-05	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Cellulomonadaceae	-0.22048738969464	0.654083447788735	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Cellvibrionaceae	-2.46837824240339	0.999999798784112	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Chitinophagaceae	2.42864840543166	1.33540225773904e-06	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Chloroflexaceae	0.406857652370277	0.228550265076178	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Clostridiaceae	-5.25463255277964	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Comamonadaceae	17.8704430117404	1.27655832202981e-228	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Crocinitomicaceae	-4.79402131078984	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Cytophagaceae	-3.70652472986048	0.999999999999775	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Deinococcaceae	-4.70023010075921	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Devosiaceae	-4.14747523467922	0.999999999999902	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Dongiaceae	-0.680790615946364	0.914171984979572	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Enterobacteriaceae	-4.84311006320405	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Entotheonellaceae	-1.44391368971634	0.997779040113436	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
env.OPS_17	-1.97175256995739	0.999944519531726	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Erwiniaceae	-0.987776731058034	0.96509897355281	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Fibrobacteraceae	-1.91306173740477	0.999784101838288	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Flavobacteriaceae	-1.41270909828197	0.99770767353305	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Frankiaceae	-3.6601274952592	0.999999999998635	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Gaiellaceae	-4.64140248571951	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Geminicoccaceae	-0.115637106361547	0.589155670020818	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Gemmatimonadaceae	-1.3843861606512	0.997308415947942	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Geobacteraceae	0.0259221440406918	0.482426481574002	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Geodermatophilaceae	-4.62230501104919	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Glycomycetaceae	-2.86591884319665	0.999999878139168	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Gracilibacteraceae	-3.1154542790164	0.999999996463074	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Haliangiaceae	7.7692749213323	5.46953415631951e-32	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Herpetosiphonaceae	-1.48896492941803	0.9980811329278	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Hymenobacteraceae	-4.66187556133907	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Hyphomicrobiaceae	-1.42535650907467	0.997320503554362	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Hyphomonadaceae	-3.37942542215474	0.999999999982152	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Iamiaceae	1.92273484967161	0.00041684041487529	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Ilumatobacteraceae	-3.78333538939897	0.999999999992085	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Intrasporangiaceae	-7.31421089847353	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
KF-JG30-B3	-0.47804130503981	0.804561248264127	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Kineosporiaceae	0.472509632325966	0.214648250784863	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Latescibacteraceae	2.09478746799739	2.57577977093293e-05	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Leptospiraceae	-0.151326336181725	0.59682613258387	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Methyloligellaceae	-4.65369443095084	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Methylophilaceae	-0.691306153017834	0.910390500595365	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Microbacteriaceae	1.34958872081135	0.00878997872209054	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Micrococcaceae	-0.832026116423719	0.957057889041545	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Micromonosporaceae	-2.33307914736396	0.999998325375534	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Micropepsaceae	-1.97722840138513	0.999870990011613	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Microscillaceae	1.27935556477857	0.00912239262285809	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Microtrichaceae	-3.16929132671193	0.999999995034798	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Mitochondria	-5.57246369823447	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Moraxellaceae	-6.05381639348582	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Mycobacteriaceae	-6.45845814267314	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Myxococcaceae	-1.38772486763263	0.996441221674114	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Nakamurellaceae	0.0931426364898584	0.434714026477522	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Nannocystaceae	2.53171402491614	6.39753631331449e-06	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Nitrosomonadaceae	-2.31258260992394	0.999998307615256	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Nitrososphaeraceae	-0.797001499672874	0.929539939542055	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Nitrospiraceae	-3.89996803693849	0.999999999999993	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Nocardiaceae	-5.16546237741119	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Nocardioidaceae	-4.4546652107734	0.999999999999999	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
NS9_marine_group	-6.37308584744348	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Oligoflexales_fa	-1.91704463099154	0.999583808881606	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Oxalobacteraceae	16.0947440405976	7.7200726620135e-167	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Paenibacillaceae	-3.05958439281005	0.999999996578089	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Pedosphaeraceae	-2.4408449269754	0.999999615481004	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Peptostreptococcaceae	2.81825766216433	2.54038883743642e-07	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Phaselicystidaceae	0.379264560975301	0.227085524672373	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Phycisphaeraceae	1.42365389403604	0.00631731388821191	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Planococcaceae	-3.15742081249881	0.999999977059934	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Polyangiaceae	-4.73312309078821	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Promicromonosporaceae	-0.521192300279466	0.846086390425598	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Propionibacteriaceae	1.25500959644249	0.00729418637756096	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Pseudohongiellaceae	-2.05405739344697	0.999988631678636	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Pseudomonadaceae	-3.19149558359969	0.999999999748552	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Pseudonocardiaceae	-1.82616039363982	0.999363721732056	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Reyranellaceae	-0.815299107089075	0.948493704471146	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Rhizobiaceae	0.55970708994964	0.147553752234668	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Rhizobiales_Incertae_Sedis	-2.73011248563087	0.999999981234896	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Rhodanobacteraceae	-0.255861384690419	0.692321681170413	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Rhodobacteraceae	-7.85892275383449	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Rhodocyclaceae	-2.28030876966847	0.9999975409544	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Roseiflexaceae	6.18116892579194	1.26284649321987e-31	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Rubrobacteriaceae	-4.77368993527452	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Saccharimonadaceae	-6.03493601281352	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Salisediminibacteriaceae	-4.59445168266565	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Sandaracinaceae	-5.29574026717678	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Saprospiraceae	-3.28375656916023	0.999999999985296	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
SC-I-84	-5.77932121011663	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Solibacteraceae	-2.06070081334364	0.999676099893299	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Solimonadaceae	-2.25990651788801	0.999998693477384	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Solirubrobacteraceae	-4.84092256082856	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Sphingomonadaceae	3.00867429977966	1.6039900923901e-08	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Sporichthyaceae	-4.35300025915141	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Staphylococcaceae	-2.33657701050562	0.999989333388925	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Steroidobacteraceae	-7.38526264885311	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Streptomycetaceae	-0.313960064625249	0.708431378748407	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Streptosporangiaceae	-5.92439662416395	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Sutterellaceae	-5.9569874394509	1	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Thermoanaerobaculaceae	-3.27651524405216	0.999999995702507	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Thermomonosporaceae	-2.6524909817129	0.999999962767999	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
TRA3-20	-3.3212983981546	0.999999999984838	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Unknown_Family	-0.892968881671564	0.945530036541133	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Xanthobacteraceae	2.83245237747839	2.28890150142791e-07	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
Xanthomonadaceae	2.46892197144875	1.197804412058e-06	chlamydomonas_reinhardtii_phycosphere_vs_lotus_japonicus_rhizosphere
67-14	0.623157818570064	0.0718037979971335	CAS_vs_lotus_japonicus_root
A21b	-0.147289456316969	0.631281381032398	CAS_vs_lotus_japonicus_root
A4b	-2.58450475698166	0.999999985087466	CAS_vs_lotus_japonicus_root
Acidobacteriaceae_(Subgroup_1)	-1.26834597304362	0.995781480356937	CAS_vs_lotus_japonicus_root
Acidobacteriae_fa	1.34565417809206	0.00128916787360898	CAS_vs_lotus_japonicus_root
Acidothermaceae	-3.14957520346672	0.999999999999359	CAS_vs_lotus_japonicus_root
AKYH767	-0.0693082816734716	0.563403900614779	CAS_vs_lotus_japonicus_root
Alcaligenaceae	-0.00766839484681725	0.506554589566283	CAS_vs_lotus_japonicus_root
Alicyclobacillaceae	-1.2168559122978	0.99734093348365	CAS_vs_lotus_japonicus_root
B1-7BS	-0.334310760027009	0.797930329335659	CAS_vs_lotus_japonicus_root
Bacillaceae	7.04550118024046	8.3624393141898e-58	CAS_vs_lotus_japonicus_root
Bacteriovoracaceae	-1.75678814702573	0.999934501215892	CAS_vs_lotus_japonicus_root
Bdellovibrionaceae	-0.167829944957091	0.648836041404245	CAS_vs_lotus_japonicus_root
Beijerinckiaceae	-0.337151052245929	0.765936104579747	CAS_vs_lotus_japonicus_root
BIrii41	-2.47255412987174	0.999999967194908	CAS_vs_lotus_japonicus_root
Bryobacteraceae	-0.416401113747838	0.833860778163241	CAS_vs_lotus_japonicus_root
Burkholderiaceae	-5.45113278148136	1	CAS_vs_lotus_japonicus_root
Catenulisporaceae	-2.55526688587403	0.999999992805092	CAS_vs_lotus_japonicus_root
Caulobacteraceae	-0.470878112324414	0.861572826372782	CAS_vs_lotus_japonicus_root
Cellulomonadaceae	-1.95689070369393	0.999993022015641	CAS_vs_lotus_japonicus_root
Cellvibrionaceae	-4.5143513834834	1	CAS_vs_lotus_japonicus_root
Chitinophagaceae	-1.18230398798001	0.993458474013995	CAS_vs_lotus_japonicus_root
Chloroflexaceae	0.756041976645989	0.0439909510777882	CAS_vs_lotus_japonicus_root
Clostridiaceae	-0.613927079041758	0.908946558852608	CAS_vs_lotus_japonicus_root
Comamonadaceae	-4.48649061516095	1	CAS_vs_lotus_japonicus_root
Crocinitomicaceae	1.12138689526962	0.00889762277556604	CAS_vs_lotus_japonicus_root
Cytophagaceae	-0.349881709491569	0.768622463904016	CAS_vs_lotus_japonicus_root
Deinococcaceae	-1.29278467087043	0.998600241609483	CAS_vs_lotus_japonicus_root
Devosiaceae	-1.78593065925178	0.999957313368291	CAS_vs_lotus_japonicus_root
Dongiaceae	1.81362022764621	1.87281916602627e-05	CAS_vs_lotus_japonicus_root
Enterobacteriaceae	-3.90184706492435	1	CAS_vs_lotus_japonicus_root
Entotheonellaceae	-1.15685464683486	0.995361867359486	CAS_vs_lotus_japonicus_root
env.OPS_17	-3.20796455820228	0.999999999961353	CAS_vs_lotus_japonicus_root
Erwiniaceae	-2.7361370729284	0.999999999511754	CAS_vs_lotus_japonicus_root
Fibrobacteraceae	1.34805916264577	0.0011485761738586	CAS_vs_lotus_japonicus_root
Flavobacteriaceae	-1.02725552980522	0.992076865372093	CAS_vs_lotus_japonicus_root
Frankiaceae	-2.83712626397769	0.999999999993821	CAS_vs_lotus_japonicus_root
Gaiellaceae	4.52334428200496	1.15399202894791e-26	CAS_vs_lotus_japonicus_root
Geminicoccaceae	3.20464031051441	3.67421113778314e-13	CAS_vs_lotus_japonicus_root
Gemmatimonadaceae	7.43807449887599	1.5971173501929e-73	CAS_vs_lotus_japonicus_root
Geobacteraceae	1.63293417038298	0.000510671803145383	CAS_vs_lotus_japonicus_root
Geodermatophilaceae	4.2968105110877	4.17477365001867e-21	CAS_vs_lotus_japonicus_root
Glycomycetaceae	2.03182148727009	3.32464890822132e-07	CAS_vs_lotus_japonicus_root
Gracilibacteraceae	-1.3536659592417	0.99755391303664	CAS_vs_lotus_japonicus_root
Haliangiaceae	-4.30446919211802	1	CAS_vs_lotus_japonicus_root
Herpetosiphonaceae	-2.68219475739517	0.999999995337942	CAS_vs_lotus_japonicus_root
Hymenobacteraceae	-0.804807162724714	0.96054566897092	CAS_vs_lotus_japonicus_root
Hyphomicrobiaceae	-0.587805135364732	0.912751095764712	CAS_vs_lotus_japonicus_root
Hyphomonadaceae	-0.830828271411249	0.970744331674086	CAS_vs_lotus_japonicus_root
Iamiaceae	1.50510312341089	0.000165756371143376	CAS_vs_lotus_japonicus_root
Ilumatobacteraceae	-1.31763151945206	0.99898000310918	CAS_vs_lotus_japonicus_root
Intrasporangiaceae	-0.885447607651386	0.9701007946572	CAS_vs_lotus_japonicus_root
KF-JG30-B3	-3.70421899895463	0.999999999999999	CAS_vs_lotus_japonicus_root
Kineosporiaceae	-3.85546374587518	1	CAS_vs_lotus_japonicus_root
Latescibacteraceae	-2.94010914911374	0.99999999858737	CAS_vs_lotus_japonicus_root
Leptospiraceae	-2.27574729277723	0.999999987315759	CAS_vs_lotus_japonicus_root
Methyloligellaceae	-2.38589633408922	0.99999983473921	CAS_vs_lotus_japonicus_root
Methylophilaceae	-4.04654745258959	1	CAS_vs_lotus_japonicus_root
Microbacteriaceae	2.58164567272743	3.68575008352814e-10	CAS_vs_lotus_japonicus_root
Micrococcaceae	6.8988063188081	7.45686581967258e-45	CAS_vs_lotus_japonicus_root
Micromonosporaceae	-3.04258837973792	0.999999999998185	CAS_vs_lotus_japonicus_root
Micropepsaceae	0.136083155540618	0.377184172920006	CAS_vs_lotus_japonicus_root
Microscillaceae	-0.023979236868513	0.522128594663158	CAS_vs_lotus_japonicus_root
Microtrichaceae	-0.927181517780568	0.978507679168817	CAS_vs_lotus_japonicus_root
Mitochondria	-3.15663465707867	0.99999999999974	CAS_vs_lotus_japonicus_root
Moraxellaceae	-3.640861167015	1	CAS_vs_lotus_japonicus_root
Mycobacteriaceae	3.56029159282119	1.83815742109144e-15	CAS_vs_lotus_japonicus_root
Myxococcaceae	1.79378965056726	5.92467941523754e-06	CAS_vs_lotus_japonicus_root
Nakamurellaceae	-1.2778278399573	0.998569835555808	CAS_vs_lotus_japonicus_root
Nannocystaceae	-0.17144169355484	0.64561863777783	CAS_vs_lotus_japonicus_root
Nitrosomonadaceae	4.15986053651496	1.43962813019094e-22	CAS_vs_lotus_japonicus_root
Nitrososphaeraceae	-0.98117592964762	0.981404433260076	CAS_vs_lotus_japonicus_root
Nitrospiraceae	4.9457264201657	2.12791973083719e-30	CAS_vs_lotus_japonicus_root
