Family	Decrease	Comparison	Color
Thermomonosporaceae	3.39273322788742	arabidopsis_thaliana_rhizoplane_vs_lotus_japonicus_rhizosphere	Others
TRA3-20	3.25033587422736	arabidopsis_thaliana_rhizoplane_vs_lotus_japonicus_rhizosphere	Others
Unknown_Family	5.38094228325576	arabidopsis_thaliana_rhizoplane_vs_lotus_japonicus_rhizosphere	Others
Xanthobacteraceae	5.29998133510189	arabidopsis_thaliana_rhizoplane_vs_lotus_japonicus_rhizosphere	Others
Xanthomonadaceae	6.16218274559139	arabidopsis_thaliana_rhizoplane_vs_lotus_japonicus_rhizosphere	Others
67-14	-0.513604194436795	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
A21b	1.68389142125121	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
A4b	-0.272010704968984	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Acidobacteriaceae_(Subgroup_1)	-1.26897288005482	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Acidobacteriae_fa	1.33014861523583	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Acidothermaceae	1.78786433376559	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
AKYH767	1.43277757662929	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Alcaligenaceae	0.869865204613433	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Alicyclobacillaceae	2.37256381829368	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
B1-7BS	2.18730520050229	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bacillaceae	-1.7308748164467	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bacteriovoracaceae	-2.22132390991768	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bdellovibrionaceae	0.48479892722797	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Beijerinckiaceae	3.90919096214428	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
BIrii41	4.20231182440017	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Bryobacteraceae	0.162742153809766	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Burkholderiaceae	4.71618845735313	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Catenulisporaceae	4.63542168173375	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Caulobacteraceae	4.04710517050705	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cellulomonadaceae	2.80277030203294	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cellvibrionaceae	-0.4565105329619	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Chitinophagaceae	5.14687766631184	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Chloroflexaceae	2.91358817723977	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Clostridiaceae	1.96349595100532	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Comamonadaceae	21.991009606135	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Crocinitomicaceae	-0.374011570084576	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Cytophagaceae	0.406394458847778	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Deinococcaceae	1.92319063387049	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Devosiaceae	0.708283376005021	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Dongiaceae	-2.24252816440031	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Enterobacteriaceae	1.73165762484851	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Entotheonellaceae	-1.1382167267225	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
env.OPS_17	2.71437469237102	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Erwiniaceae	0.532267765371635	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Fibrobacteraceae	2.14399406032088	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Flavobacteriaceae	4.90261663845327	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Frankiaceae	-0.280493156246294	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Gaiellaceae	-1.17193118984183	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Geminicoccaceae	3.25597821164089	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Gemmatimonadaceae	2.64225127686067	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Geobacteraceae	0.949549736883007	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Geodermatophilaceae	2.91396425699615	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Glycomycetaceae	0.217940184679719	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Gracilibacteraceae	0.468778811547722	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Haliangiaceae	4.25389265762326	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Herpetosiphonaceae	2.7701745918972	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Hymenobacteraceae	0.849735234271577	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Hyphomicrobiaceae	-0.0337931251922043	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Hyphomonadaceae	2.34198642034301	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Iamiaceae	2.29356837897403	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Ilumatobacteraceae	3.44008900978474	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Intrasporangiaceae	2.4999737682929	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
KF-JG30-B3	-1.01724305351004	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Kineosporiaceae	-0.0242875093769115	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Latescibacteraceae	0.137419251147556	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Leptospiraceae	1.09714143276555	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Methyloligellaceae	2.43903812809911	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Methylophilaceae	5.01886165239302	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Microbacteriaceae	4.49632974157107	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Micrococcaceae	1.36004022326618	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Micromonosporaceae	4.89962448642653	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Micropepsaceae	1.36198832646149	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Microscillaceae	3.56017988506651	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Microtrichaceae	4.41819327687318	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Mitochondria	1.00898288022523	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Moraxellaceae	2.60728551502552	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Mycobacteriaceae	0.601013604255328	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Myxococcaceae	1.71264983998095	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nakamurellaceae	3.25992659284908	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nannocystaceae	3.27453917385162	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nitrosomonadaceae	2.08680608515743	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nitrososphaeraceae	2.82190958518357	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nitrospiraceae	1.0790173436043	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nocardiaceae	2.75158434435155	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Nocardioidaceae	4.18406125737719	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
NS9_marine_group	2.90032801984538	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Oligoflexales_fa	2.55262918466713	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Oxalobacteraceae	12.8536405892538	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Paenibacillaceae	-0.198820582837008	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pedosphaeraceae	4.06368561379343	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Peptostreptococcaceae	2.05319300900644	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Phaselicystidaceae	2.70362442024175	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Phycisphaeraceae	2.63218680191056	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Planococcaceae	2.97208952048716	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Polyangiaceae	1.77691695767659	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Promicromonosporaceae	1.16999066914487	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Propionibacteriaceae	1.3701046943438	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pseudohongiellaceae	2.77211774793114	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pseudomonadaceae	4.50622635879813	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Pseudonocardiaceae	4.82202868550481	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Reyranellaceae	1.61395954049949	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhizobiaceae	4.6785899957281	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhizobiales_Incertae_Sedis	0.527347367263374	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhodanobacteraceae	3.77682181019548	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhodobacteraceae	3.61745976760896	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rhodocyclaceae	2.06050454461376	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Roseiflexaceae	7.76534441437521	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Rubrobacteriaceae	3.55466941323218	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Saccharimonadaceae	3.95249065761774	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Salisediminibacteriaceae	3.24517655784086	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sandaracinaceae	3.62325426312061	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Saprospiraceae	1.46794349626098	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
SC-I-84	1.42633226311249	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Solibacteraceae	1.59133161418121	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Solimonadaceae	4.39744430671632	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Solirubrobacteraceae	-0.679409270329174	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sphingomonadaceae	3.51666664720072	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sporichthyaceae	-0.938878438097511	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Staphylococcaceae	2.41135000303908	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Steroidobacteraceae	3.07920620798445	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Streptomycetaceae	3.23814335393991	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Streptosporangiaceae	1.09631183960829	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Sutterellaceae	2.48217915206376	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Thermoanaerobaculaceae	1.89371425426145	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Thermomonosporaceae	1.35787387848262	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
TRA3-20	0.158762635538686	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Unknown_Family	1.30276494254596	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Xanthobacteraceae	4.0380594360774	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
Xanthomonadaceae	5.02932561008191	arabidopsis_thaliana_rhizoplane_vs_chlamydomonas_reinhardtii_phycosphere	Others
67-14	5.32732090155082	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
A21b	4.39453146913601	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
A4b	2.77295602652839	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Acidobacteriaceae_(Subgroup_1)	2.14187895913817	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Acidobacteriae_fa	-1.01101258886877	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Acidothermaceae	1.87496506058999	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
AKYH767	3.0603574620428	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Alcaligenaceae	-2.15079056033328	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Alicyclobacillaceae	0.388750011741053	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
B1-7BS	-1.92819147991082	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Bacillaceae	6.17912449300309	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Bacteriovoracaceae	2.66891539956751	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Bdellovibrionaceae	-1.00173449346914	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Beijerinckiaceae	2.23628983290743	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
BIrii41	-0.0613606895028909	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Bryobacteraceae	3.57991619322071	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Burkholderiaceae	-1.27905412685227	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Catenulisporaceae	2.9401295375354	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Caulobacteraceae	0.6579965527539	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cellulomonadaceae	5.7259775680369	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cellvibrionaceae	1.76076301797822	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Chitinophagaceae	0.0582518741580031	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Chloroflexaceae	3.03376863978401	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Clostridiaceae	2.7641152592703	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Comamonadaceae	-5.6697313980996	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Crocinitomicaceae	1.26632264348237	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Cytophagaceae	-3.70642606621142	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Deinococcaceae	5.055978631241	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Devosiaceae	1.59434469112719	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Dongiaceae	0.750834984048538	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Enterobacteriaceae	1.40949373053122	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Entotheonellaceae	-0.316459012068719	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
env.OPS_17	1.02880148630486	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Erwiniaceae	2.53027035784298	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Fibrobacteraceae	-3.14666353987586	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Flavobacteriaceae	0.93535606464512	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Frankiaceae	0.781807576921878	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Gaiellaceae	6.52440265940255	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Geminicoccaceae	2.57209718511874	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Gemmatimonadaceae	9.4166764566377	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Geobacteraceae	-0.016004198208762	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Geodermatophilaceae	-1.11880541014379	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Glycomycetaceae	2.27947427519105	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Gracilibacteraceae	2.28505457069308	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Haliangiaceae	0.229413350743172	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Herpetosiphonaceae	-1.10602404636548	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Hymenobacteraceae	1.34155561914247	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Hyphomicrobiaceae	0.140243992269845	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Hyphomonadaceae	-0.51006528046878	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Iamiaceae	-0.770640531849978	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Ilumatobacteraceae	3.10908968163349	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Intrasporangiaceae	0.110734720047887	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
KF-JG30-B3	1.91445179372452	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Kineosporiaceae	2.79971028652756	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Latescibacteraceae	2.15779001539114	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Leptospiraceae	-1.4345828622869	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Methyloligellaceae	3.21486302650248	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Methylophilaceae	0.658366218456749	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Microbacteriaceae	1.02694276620051	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Micrococcaceae	2.67014039621311	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Micromonosporaceae	6.37456692429419	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Micropepsaceae	1.85706281038094	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Microscillaceae	-0.989567729317343	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Microtrichaceae	1.66901905162358	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Mitochondria	-2.81742324135247	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Moraxellaceae	-0.872695595047887	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Mycobacteriaceae	8.08660733891294	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Myxococcaceae	1.31818956456225	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Nakamurellaceae	5.21829695013112	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Nannocystaceae	2.51072483222383	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Nitrosomonadaceae	7.95510855510851	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Nitrososphaeraceae	-2.36308888835072	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Nitrospiraceae	2.74084835274742	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Nocardiaceae	-0.799149735182965	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Nocardioidaceae	4.23395710800554	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
NS9_marine_group	-0.140079277743283	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Oligoflexales_fa	3.53321923741896	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Oxalobacteraceae	-3.10304680933865	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Paenibacillaceae	1.08595415143289	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Pedosphaeraceae	8.09641105446148	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Peptostreptococcaceae	3.73311762690345	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Phaselicystidaceae	2.03248332485654	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Phycisphaeraceae	5.28179049297803	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Planococcaceae	2.34909195336374	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Polyangiaceae	1.32167714961018	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Promicromonosporaceae	0.778486214569043	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Propionibacteriaceae	2.94929938755818	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Pseudohongiellaceae	2.83533532239299	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Pseudomonadaceae	-3.39436972888997	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Pseudonocardiaceae	7.27544067245191	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Reyranellaceae	-1.84454736143933	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Rhizobiaceae	0.748207666166223	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Rhizobiales_Incertae_Sedis	0.625233997604369	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Rhodanobacteraceae	-1.06627746565447	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Rhodobacteraceae	0.958830442670305	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Rhodocyclaceae	3.3423450817084	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Roseiflexaceae	6.22549372189862	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Rubrobacteriaceae	-1.46423006328129	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Saccharimonadaceae	2.24331231123527	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Salisediminibacteriaceae	3.14609593712025	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Sandaracinaceae	6.80588101955991	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Saprospiraceae	1.4744774660408	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
SC-I-84	3.24234511380276	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Solibacteraceae	0.583666581692043	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Solimonadaceae	0.469404892226791	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Solirubrobacteraceae	1.44899470852073	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Sphingomonadaceae	4.15012922552833	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Sporichthyaceae	0.45768121607712	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Staphylococcaceae	1.27396033728212	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Steroidobacteraceae	-0.572949362978903	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Streptomycetaceae	4.94696008737206	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Streptosporangiaceae	2.04398332105964	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Sutterellaceae	3.44734475741528	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Thermoanaerobaculaceae	0.814348823887912	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Thermomonosporaceae	-0.0105864264900788	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
TRA3-20	2.06954609533452	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Unknown_Family	5.11928298521829	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Xanthobacteraceae	-0.0665081636617089	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
Xanthomonadaceae	1.31950047811745	arabidopsis_thaliana_rhizoplane_vs_CAS	Others
67-14	2.32443263324276	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
A21b	-0.702477087294767	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
A4b	-1.33891080189725	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Acidobacteriaceae_(Subgroup_1)	-0.344803834576194	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Acidobacteriae_fa	2.95564527556178	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
Acidothermaceae	-2.00563717283088	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
AKYH767	-2.05994700389926	arabidopsis_thaliana_rhizoplane_vs_arabidopsis_thaliana_root	Others
